number,title,character,line
4,Star Trek IV: The Voyage Home,SPOCK,"Yes Doctor, that's exactly what I said. Mc"
4,Star Trek IV: The Voyage Home,COY,"Well, in that case... Now wait just a damn minute!"
4,Star Trek IV: The Voyage Home,KIRK,"Spock, start your computations for time warp. ...Bones, you come with me."
4,Star Trek IV: The Voyage Home,COMPUTER VOICE,RED ALERT! RED ALERT! RED ALERT!
4,Star Trek IV: The Voyage Home,STARFLEET COMMUNICATIONS OFFICER,"Admiral, we need that power to keep the medical and emergency systems functioning."
4,Star Trek IV: The Voyage Home,STARFLEET COMMUNICATIONS ENSIGN,All underground storage systems have been shut down.
4,Star Trek IV: The Voyage Home,COMPUTER VOICE,RED ALERT! RED ALERT! ...RED ALERT! RED ALERT!
4,Star Trek IV: The Voyage Home,KIRK,"Scotty, how long is this bay?"
4,Star Trek IV: The Voyage Home,SCOTT,"About sixty feet, Admiral."
4,Star Trek IV: The Voyage Home,KIRK,Can you enclose it to hold water?
4,Star Trek IV: The Voyage Home,SCOTT,I suppose I could. Are you planning to take a swim? Mc
4,Star Trek IV: The Voyage Home,COY,"Off the deep end, Mister Scott."
4,Star Trek IV: The Voyage Home,KIRK,"Scotty, we've got to find some humpbacks."
4,Star Trek IV: The Voyage Home,SCOTT,Humpbacked ...people?
4,Star Trek IV: The Voyage Home,KIRK,"Whales, Mister Scott, whales! Forty-five to fifty feet long, about forty tons each."
4,Star Trek IV: The Voyage Home,COY,Are you really going to try this time travel in this rust bucket?
4,Star Trek IV: The Voyage Home,KIRK,We've done it before. Mc
4,Star Trek IV: The Voyage Home,COY,"Sure, slingshot around the sun. If you pick up enough speed you're in time warp. If you don't, you fry."
4,Star Trek IV: The Voyage Home,KIRK,Would you prefer to do nothing? Mc
4,Star Trek IV: The Voyage Home,COY,"I'd prefer a dose of common sense. You are proposing to head backwards in time, find humpback whales, then bring them forward in time, drop them off, and hope to hell they tell this Probe what to do with itself!"
4,Star Trek IV: The Voyage Home,KIRK,That's the general idea. Mc
4,Star Trek IV: The Voyage Home,COY,That's crazy!
4,Star Trek IV: The Voyage Home,KIRK,"You have a better idea, now's the time."
4,Star Trek IV: The Voyage Home,KIRK,"The computations, Mister Spock?"
4,Star Trek IV: The Voyage Home,SPOCK,"In progress, Admiral."
4,Star Trek IV: The Voyage Home,KIRK,Uhura. Get me through to Starfleet Command.
4,Star Trek IV: The Voyage Home,COMPUTER VOICE,RED ALERT!
4,Star Trek IV: The Voyage Home,STARFLEET COMMUNICATIONS OFFICER,"I'm picking up a faint transmission, ...I think it's Admiral Kirk calling!"
4,Star Trek IV: The Voyage Home,CARTWRIGHT,On screen!
4,Star Trek IV: The Voyage Home,KIRK,Starfleet Command. This is Admiral James T. Kirk. ...We have intercepted and analyzed the call of the Probe.
4,Star Trek IV: The Voyage Home,CARTWRIGHT,Go to reserve power. ...Now!
4,Star Trek IV: The Voyage Home,KIRK,It is our opinion that humpback whales can give a proper response to the Probe.
4,Star Trek IV: The Voyage Home,CARTWRIGHT,Stabilize! Emergency reserve!
4,Star Trek IV: The Voyage Home,STARFLEET COMMUNICATIONS OFFICER,Emergency reserve.
4,Star Trek IV: The Voyage Home,KIRK,We are going to attempt time-travel. We are computing our trajectory at this time.
4,Star Trek IV: The Voyage Home,CARTWRIGHT,Get him back! Get him back!
4,Star Trek IV: The Voyage Home,SPOCK,"Ready to engage computer, Admiral."
4,Star Trek IV: The Voyage Home,KIRK,What is our target in time?
4,Star Trek IV: The Voyage Home,SPOCK,Late twentieth century.
4,Star Trek IV: The Voyage Home,KIRK,Surely you can be more specific.
4,Star Trek IV: The Voyage Home,SPOCK,Not with this equipment. I have had to program some of the variables from memory.
4,Star Trek IV: The Voyage Home,KIRK,What are some of the variables?
4,Star Trek IV: The Voyage Home,SPOCK,"Availability of fuel components, mass of the vessel through a time continuum, and the probable location of humpback whales, in this case, the Pacific basin."
4,Star Trek IV: The Voyage Home,KIRK,You've programd that from memory?
4,Star Trek IV: The Voyage Home,SPOCK,I have. Mc
4,Star Trek IV: The Voyage Home,COY,"Angels and ministers of grace, defend us."
4,Star Trek IV: The Voyage Home,SPOCK,"Hamlet, Act one scene four."
4,Star Trek IV: The Voyage Home,KIRK,"No doubts about your memory. Engage computer. Prepare for warp speed. ...Shields, Mister Chekov."
4,Star Trek IV: The Voyage Home,CHEKOV,"Shields, aye."
4,Star Trek IV: The Voyage Home,KIRK,"May fortune favor the foolish? ...Warp speed, Mister Sulu!"
4,Star Trek IV: The Voyage Home,SULU,"Warp two, ...warp three."
4,Star Trek IV: The Voyage Home,KIRK,Steady as she goes.
4,Star Trek IV: The Voyage Home,SULU,"Warp four, ... warp five, ...warp six, ...warp seven, warp eight."
4,Star Trek IV: The Voyage Home,CHEKOV,Heat shields at maximum.
4,Star Trek IV: The Voyage Home,SULU,"Warp nine! ...Nine point two, ...nine point three."
