number,title,character,line
8,Star Trek: First Contact,PICARD,We have less than forty-eight hours before this ship has to be launched. Picard to engineering.
8,Star Trek: First Contact,LAFORGE,La Forge here.
8,Star Trek: First Contact,PICARD,"Geordi, Cochrane's ship was damaged in the attack. Get down here with an engineering detail. We have work to do."
8,Star Trek: First Contact,LAFORGE,"Right, I'm on my way, Captain. Alpha team. Let's assemble in transporter room three. We're heading down to the surface. ...Porter, you're gonna be in command 'til I get back. And, Porter, check out the environmental controls while I'm gone. It's getting a little warm in here. All right, let's go."
8,Star Trek: First Contact,PICARD,Isn't it amazing? This ship used to be a nuclear missile.
8,Star Trek: First Contact,DATA,It is an historical irony that Doctor Cochrane would use an instrument of mass-destruction to inaugurate an era of peace.
8,Star Trek: First Contact,PICARD,"It's a boyhood fantasy, Data. I must have seen this ship hundreds of times in the Smithsonian, but I was never able to touch it."
8,Star Trek: First Contact,DATA,"Sir, does tactile contact alter your perception of the Phoenix?"
8,Star Trek: First Contact,PICARD,"Oh, yes. For humans, touch can connect you to an object in a very personal way. It makes it seem more real."
8,Star Trek: First Contact,DATA,I am detecting imperfections in the titanium casing. Temperature variations in the fuel manifold. It's no more real to me now than it was a moment ago.
8,Star Trek: First Contact,TROI,Would you three like to be alone?
8,Star Trek: First Contact,PICARD,What have you found out?
8,Star Trek: First Contact,TROI,There's no sign of Cochrane anywhere in the complex.
8,Star Trek: First Contact,PICARD,He has to be here. There was nothing more important to him than this ship. This flight. It was his dream.
8,Star Trek: First Contact,TROI,"Captain, we should consider the possibility that Doctor Cochrane was killed in the attack."
8,Star Trek: First Contact,PICARD,Huh. If that's true then the future may die with him.
8,Star Trek: First Contact,EIGER,What do you think?
8,Star Trek: First Contact,PORTER,"That the entire environmental system's gone crazy. It's not just engineering, it's the entire deck. Maybe it's a problem with the EPS conduits."
8,Star Trek: First Contact,PORTER,Hello? ...Hey!
8,Star Trek: First Contact,EIGER,Are you talking to me?
8,Star Trek: First Contact,PORTER,Is there any one else working maintenance in this section?
8,Star Trek: First Contact,EIGER,Not that I know of.
8,Star Trek: First Contact,PORTER,Aarrgh!
8,Star Trek: First Contact,EIGER,"Paul? ...Paul, are you okay in there?"
8,Star Trek: First Contact,EIGER,Aarrgh!
8,Star Trek: First Contact,TROI,"Captain, what is it?"
8,Star Trek: First Contact,PICARD,"Picard to Enterprise. Mister Worf, is everything all right up there?"
8,Star Trek: First Contact,WORF,Yes sir. We are experiencing some environmental difficulties on deck sixteen but that is all.
8,Star Trek: First Contact,PICARD,What kind of difficulties?
8,Star Trek: First Contact,WORF,Humidity levels have risen seventy-three percent and the temperature has jumped ten degrees in the last hour.
8,Star Trek: First Contact,PICARD,Mister Data and I are returning to the ship.
8,Star Trek: First Contact,WORF,Understood.
8,Star Trek: First Contact,PICARD,"Number One, take charge down here."
8,Star Trek: First Contact,RIKER,Aye sir.
8,Star Trek: First Contact,CRUSHER,The damage to her cell membranes is repaired. She should be fine but I'd like to run another test on the spinal tissue. Would you find out why it's so hot in here?
8,Star Trek: First Contact,CRUSHER,Now what? Crusher to engineering. ...Crusher to bridge.
8,Star Trek: First Contact,PICARD,Commander Worf. I need to know exactly what's been happening.
8,Star Trek: First Contact,WORF,"We have lost contact with deck sixteen. Communications, internal sensors, everything. I was about to send a security team to investigate."
8,Star Trek: First Contact,PICARD,No! Seal off deck sixteen. Post security teams at every access point.
8,Star Trek: First Contact,WORF,Aye sir.
8,Star Trek: First Contact,PICARD,"Mister Hawk, before we lost internal sensors what were the exact environmental conditions in main engineering?"
8,Star Trek: First Contact,HAWK,"Atmospheric pressure was two kilopascals above normal, ninety-two percent humidity, thirty-nine point one degrees Celsius."
8,Star Trek: First Contact,PICARD,"Thirty-nine point one degrees Celsius. ...Like a Borg ship. They knew their ship was doomed, our shields were down and somehow they transported over here without being detected. They'll assimilate the Enterprise, and then ...Earth. ...Picard to Riker. ...Enterprise to away team. ...Respond."
8,Star Trek: First Contact,HAWK,"Sir, the main control is being rerouted through main engineering. ...Weapons, shields, propulsion."
8,Star Trek: First Contact,PICARD,"Quickly, Mister Data. Lock out the main computer."
8,Star Trek: First Contact,DATA,I have isolated the main computer with a fractal encryption code. It is highly unlikely the Borg will be able to break it.
8,Star Trek: First Contact,WORF,The Borg have cut power to all decks except sixteen.
8,Star Trek: First Contact,PICARD,The Borg won't stay on deck sixteen.
8,Star Trek: First Contact,CRUSHER,"Wake up, you're all right. Come on, come on, wake up."
8,Star Trek: First Contact,CRUSHER,"Hold steady. Stay calm. You are all right. Now listen to me. You're going to be fine, listen to me. I just need you to do as I say. ...Alyssa, is the EMH program still on line?"
8,Star Trek: First Contact,OGAWA,"It should be, sir."
8,Star Trek: First Contact,CRUSHER,Computer. Activate the EMH program.
8,Star Trek: First Contact,EMERGENCY MEDICAL HOLOGRAM,Please state the nature of the medical emergency.
8,Star Trek: First Contact,CRUSHER,Twenty Borg are about to break through that door. We need time to get out of here. Create a diversion.
8,Star Trek: First Contact,EMERGENCY MEDICAL HOLOGRAM,"This isn't part of my program. I'm a doctor, not a doorstop."
8,Star Trek: First Contact,CRUSHER,Well do a dance. Tell a story. I don't care. Just give us a few seconds.
8,Star Trek: First Contact,EMERGENCY MEDICAL HOLOGRAM,"According to Starfleet medical research, Borg implants can cause severe skin irritations. Perhaps you'd like an analgesic cream."
8,Star Trek: First Contact,OGAWA,Which way?
8,Star Trek: First Contact,CRUSHER,We need to get off this deck. Follow me.
8,Star Trek: First Contact,PICARD,"The first thing they'll do in engineering is establish a collective, a central point from which they can control the hive. The problem is if we begin firing particle weapons in engineering there's a risk we may hit the warp core. I believe our goal should be to puncture one of the plasma coolant tanks. Data?"
8,Star Trek: First Contact,DATA,Excellent idea. Plasma coolant will liquefy organic material on contact.
8,Star Trek: First Contact,WORF,But the Borg are not entirely organic.
8,Star Trek: First Contact,PICARD,"True, but like all cybernetic lifeforms they cannot survive without their organic components."
8,Star Trek: First Contact,WORF,I have ordered all weapons to be set on a rotating modulation. The Borg will adapt quickly. We will be able to fire twelve shots at most.
8,Star Trek: First Contact,PICARD,One other thing. ...You may encounter Enterprise crewmembers who've already been assimilated. Don't hesitate to fire. Believe me you'll be doing them a favor. ...Let's go.
8,Star Trek: First Contact,RIKER,Deanna! ...Deanna! Deanna!
8,Star Trek: First Contact,TROI,"No! No, don't turn it off that..."
8,Star Trek: First Contact,COCHRANE,Who is this jerk? ...And who told him he could turn off my music?
8,Star Trek: First Contact,TROI,Will Riker. ...Zefram Cochrane.
8,Star Trek: First Contact,COCHRANE,Is he a friend of yours?
8,Star Trek: First Contact,TROI,Yes.
8,Star Trek: First Contact,COCHRANE,Husband?
8,Star Trek: First Contact,TROI,No.
8,Star Trek: First Contact,COCHRANE,"Good! ...Now this, Deena..."
8,Star Trek: First Contact,TROI,Deanna.
8,Star Trek: First Contact,COCHRANE,This ...is the good stuff.
8,Star Trek: First Contact,RIKER,Doctor Cochrane...
8,Star Trek: First Contact,COCHRANE,To the Phoenix. ...May she rest in peace.
8,Star Trek: First Contact,COCHRANE,"Okay, that wasn't so good."
8,Star Trek: First Contact,TROI,"Will, I think we have to tell him the truth."
8,Star Trek: First Contact,RIKER,If we tell the truth the timeline...
8,Star Trek: First Contact,TROI,Timeline! This is no time to argue about time. We don't have the time! ...What was I saying?
8,Star Trek: First Contact,RIKER,You're drunk.
8,Star Trek: First Contact,TROI,I am not.
8,Star Trek: First Contact,RIKER,You are.
8,Star Trek: First Contact,TROI,Look. He wouldn't even talk to me unless I had a drink with him. And then it took three shots of something called tequila just to find out he was the one we're looking for. And I've spent the last twenty minutes trying to keep his hands off me. So don't go criticizing my counseling techniques. ...It's a primitive culture. I'm just trying to blend in.
8,Star Trek: First Contact,RIKER,You're blending all right.
8,Star Trek: First Contact,TROI,I've already told him our cover story. He didn't believe me.
8,Star Trek: First Contact,RIKER,Yes. We're running out of time. Now if we tell him the truth do you think he'll be able to handle it?
8,Star Trek: First Contact,TROI,"If you're looking for my professional opinion as ship's Counselor, ...he's nuts."
8,Star Trek: First Contact,RIKER,I'll be sure to note that in my log.
8,Star Trek: First Contact,DATA,"Captain, I believe I am feeling ...anxiety. It's an intriguing sensation. A most distracting..."
8,Star Trek: First Contact,PICARD,"Data, I'm sure it's a fascinating experience. Perhaps you should deactivate your emotion chip for now."
8,Star Trek: First Contact,DATA,"Good idea, sir. ...Done."
8,Star Trek: First Contact,PICARD,"Data, there are times when I envy you."
8,Star Trek: First Contact,CRUSHER,It's only me!
8,Star Trek: First Contact,WORF,Are you all right?
8,Star Trek: First Contact,CRUSHER,Yes but we have wounded here.
8,Star Trek: First Contact,WORF,"Lopez, get these people back to deck fourteen."
8,Star Trek: First Contact,CRUSHER,There was a civilian. A woman from the twenty-first century. We got separated.
8,Star Trek: First Contact,WORF,We'll watch for her.
8,Star Trek: First Contact,CRUSHER,"Worf, she has no idea what's going on. Try to find her."
8,Star Trek: First Contact,PICARD,Lower your weapons. They'll ignore us 'til they consider us a threat.
8,Star Trek: First Contact,PICARD,"The manual release? ...Mister Worf, hold this position."
8,Star Trek: First Contact,COMPUTER VOICE,Manual release is on-line.
8,Star Trek: First Contact,PICARD,Perhaps we should just knock?
8,Star Trek: First Contact,PICARD,Data.
8,Star Trek: First Contact,WORF,Ready phasers!
8,Star Trek: First Contact,PICARD,"Data, cover me."
8,Star Trek: First Contact,WORF,"Captain, they have adapted!"
8,Star Trek: First Contact,PICARD,Regroup on deck fifteen. Don't let them touch you!
8,Star Trek: First Contact,DATA,Captain!
8,Star Trek: First Contact,PICARD,Data!
8,Star Trek: First Contact,PICARD,Here!
8,Star Trek: First Contact,LYNCH,"Captain! ...Help. ...Please, help."
8,Star Trek: First Contact,PICARD,You! How the hell did you?...
8,Star Trek: First Contact,LILY,Back off!
8,Star Trek: First Contact,PICARD,Calm down!
8,Star Trek: First Contact,LILY,Down! Who are you?
8,Star Trek: First Contact,PICARD,My name is Jean-Luc Picard...
8,Star Trek: First Contact,LILY,Down! Who are you with? What faction?
8,Star Trek: First Contact,PICARD,I'm not a member of the Eastern Coalition. Listen.
8,Star Trek: First Contact,LILY,"I said, shut up! I don't care who you're with. Just get me to hell out of here. ...Now!"
8,Star Trek: First Contact,PICARD,That isn't going to be easy.
8,Star Trek: First Contact,LILY,"Well, you'd better find a way to make it easy, soldier, or I'm going to start pushing buttons."
8,Star Trek: First Contact,PICARD,All right! ...Follow me.
8,Star Trek: First Contact,LILY,Slow!
8,Star Trek: First Contact,DATA,Your efforts to break the encryption code will not be successful. Nor will your attempt to assimilate me into your collective.
8,Star Trek: First Contact,BORG QUEEN,Brave words. I've heard them before from thousands of species across thousands of worlds ...since long before you were created. But now they are all Borg.
8,Star Trek: First Contact,DATA,I am unlike any lifeform you have encountered before. The code stored in my neural net cannot be forcibly removed.
8,Star Trek: First Contact,BORG QUEEN,You are an imperfect being created by an imperfect being. Finding your weaknesses is only a matter of time.
8,Star Trek: First Contact,COCHRANE,"Let me make sure that I understand you correctly, ...Commander. A group of cybernetic creatures from the future have traveled back through time to enslave the human race, and you're here to stop them."
8,Star Trek: First Contact,RIKER,That's right.
8,Star Trek: First Contact,COCHRANE,"Hot damn, you're heroic. Ha, ha, ha."
8,Star Trek: First Contact,RIKER,We're gonna prove it to you. Geordi!
8,Star Trek: First Contact,LAFORGE,There she is. She's beautiful. ...All right. Take a look.
8,Star Trek: First Contact,COCHRANE,"Well, well, well. What have we got here? ...I love a good peep show."
8,Star Trek: First Contact,COCHRANE,"Ha, ha, ha. That's a trick. Ha, ha, ha. How'd you do that?"
8,Star Trek: First Contact,LAFORGE,It's your telescope.
8,Star Trek: First Contact,TROI,That's our ship. The Enterprise.
8,Star Trek: First Contact,COCHRANE,And Lily's up there right now?
8,Star Trek: First Contact,TROI,That's right.
8,Star Trek: First Contact,COCHRANE,Can I talk to her?
8,Star Trek: First Contact,RIKER,We've lost contact with the Enterprise. We don't know why yet.
8,Star Trek: First Contact,COCHRANE,"So, what is it you want me to do?"
8,Star Trek: First Contact,RIKER,Simple. Conduct your warp flight tomorrow morning just as you planned.
8,Star Trek: First Contact,COCHRANE,Why tomorrow morning?
8,Star Trek: First Contact,RIKER,Because at eleven o'clock an alien ship will begin passing through this solar system.
8,Star Trek: First Contact,COCHRANE,Alien? You mean extra-terrestrials. More bad guys?
8,Star Trek: First Contact,TROI,Good guys. They're on a survey mission. They have no interest in Earth. ...Too primitive.
8,Star Trek: First Contact,COCHRANE,Oh!
8,Star Trek: First Contact,RIKER,"Doctor, tomorrow morning when they detect the warp signature from your ship and realize that humans have diskovered how to travel faster than light, they decide to alter their course and make first contact with Earth, right here."
8,Star Trek: First Contact,COCHRANE,Here?
8,Star Trek: First Contact,LAFORGE,"Sir, it's actually over there."
8,Star Trek: First Contact,RIKER,"It is one of the pivotal moments in human history, Doctor. You get to make first contact with an alien race, and after you do, everything begins to change."
8,Star Trek: First Contact,LAFORGE,Your theories on warp drive allow fleets of starships to be built and mankind to start exploring the Galaxy.
8,Star Trek: First Contact,TROI,"It unites humanity in a way no one ever thought possible when they realize they're not alone in the universe. Poverty, disease, war. They'll all be gone within the next fifty years."
8,Star Trek: First Contact,RIKER,"But unless you make that warp flight tomorrow morning before eleven fifteen, none of it will happen."
8,Star Trek: First Contact,COCHRANE,"And you people, you're all astronauts, ... on some kind of star trek?"
8,Star Trek: First Contact,LAFORGE,"Look, Doc, I know this is a lot for you to take in, but we're running out of time here."
8,Star Trek: First Contact,RIKER,We need your help. ...What do you say?
8,Star Trek: First Contact,COCHRANE,Why not?
8,Star Trek: First Contact,DANIELS,"It's pretty bad, sir. It looks like they control decks twenty-six up to eleven. But when they took deck eleven they just stopped."
8,Star Trek: First Contact,WORF,The Borg have assimilated more than half the ship in a matter of hours. Why stop there? What is on deck eleven?
8,Star Trek: First Contact,HAWK,"Hydroponics, Stellar Cartography, Deflector Control. All vital systems."
8,Star Trek: First Contact,WORF,They would not have stopped there unless it gave them a tactical advantage. Return to your checkpoints. Send reports every ten minutes
8,Star Trek: First Contact,DANIELS,"Right, sir,"
8,Star Trek: First Contact,PICARD,Something must have happened in sickbay. Where is Doctor Crusher and the others?
8,Star Trek: First Contact,LILY,Why did you break the cease-fire?
8,Star Trek: First Contact,PICARD,We didn't attack you.
8,Star Trek: First Contact,LILY,Who did?
8,Star Trek: First Contact,PICARD,"There's a... There's a new faction that wants to prevent your launch tomorrow morning. But we're here to help you. This may be difficult for you to accept, but you are not in Montana anymore. You are on a ship, ...a spaceship, orbiting the Earth at an altitude of..."
8,Star Trek: First Contact,LILY,"If you want to help me, get me out of here."
8,Star Trek: First Contact,PICARD,All right. ...You want a way out. Here it is.
8,Star Trek: First Contact,LILY,What is this?
8,Star Trek: First Contact,PICARD,"Australia, New Guinea, The Solomons. Montana will be up soon but you may want to hold your breath. It's a long way down. ...Now listen to me. I'm not your enemy and I can get you home. First you must put that weapon down and trust me. ...Jean-Luc Picard, my name. That's my name. What's yours?"
8,Star Trek: First Contact,LILY,Lily.
8,Star Trek: First Contact,PICARD,"Welcome aboard, Lily."
8,Star Trek: First Contact,PICARD,Thank you. ...Maximum setting. If you'd fired this you would have vaporized me.
8,Star Trek: First Contact,LILY,It's my first ray gun.
8,Star Trek: First Contact,LILY,There's no glass.
8,Star Trek: First Contact,PICARD,Forcefield.
8,Star Trek: First Contact,LILY,I've never seen this kind of technology.
8,Star Trek: First Contact,PICARD,That's because it hasn't been invented yet.
8,Star Trek: First Contact,LILY,What?
8,Star Trek: First Contact,PICARD,There's more I have to tell you. Come on.
8,Star Trek: First Contact,BORG QUEEN,Are you ready?
8,Star Trek: First Contact,DATA,Who are you?
