number,title,character,line
2,Star Trek II: The Wrath of Khan,SAAVIK,May I ask how you dealt with the test?
2,Star Trek II: The Wrath of Khan,KIRK,You may ask. ...That's a little joke.
2,Star Trek II: The Wrath of Khan,SAAVIK,Humor. It is a difficult concept. ...It is not logical.
2,Star Trek II: The Wrath of Khan,KIRK,We learn by doing.
2,Star Trek II: The Wrath of Khan,MCCOY,Who's been holding up the damn elevator?
2,Star Trek II: The Wrath of Khan,SAAVIK,"Thank you, sir."
2,Star Trek II: The Wrath of Khan,MCCOY,Did she change her hairstyle?
2,Star Trek II: The Wrath of Khan,KIRK,I hadn't noticed.
2,Star Trek II: The Wrath of Khan,MCCOY,"Wonderful stuff, that Romulan ale."
2,Star Trek II: The Wrath of Khan,UHURA,Admiral Kirk.
2,Star Trek II: The Wrath of Khan,KIRK,Kirk here.
2,Star Trek II: The Wrath of Khan,UHURA,"I have an urgent Comm-pic from Space Lab Regula I for you, sir. Doctor Carol Marcus."
2,Star Trek II: The Wrath of Khan,KIRK,"I'll take it in my quarters, Uhura."
2,Star Trek II: The Wrath of Khan,UHURA,Aye sir.
2,Star Trek II: The Wrath of Khan,MCCOY,It never rains but it pours.
2,Star Trek II: The Wrath of Khan,KIRK,As a physician you of all people should appreciate the danger of re-opening old wounds.
2,Star Trek II: The Wrath of Khan,MCCOY,Sorry.
2,Star Trek II: The Wrath of Khan,CAROL,"Jim, can you read me?"
2,Star Trek II: The Wrath of Khan,KIRK,"I can hear you, Carol. What's wrong? What's the matter?"
2,Star Trek II: The Wrath of Khan,CAROL,Why are you taking Genesis away from us?
2,Star Trek II: The Wrath of Khan,KIRK,Taking Genesis? Who's taking Genesis? Who is taking Genesis?
2,Star Trek II: The Wrath of Khan,CAROL,I can see you but can't hear.
2,Star Trek II: The Wrath of Khan,KIRK,Carol!
2,Star Trek II: The Wrath of Khan,CAROL,"Jim, did you give the order?"
2,Star Trek II: The Wrath of Khan,KIRK,What order? Who's taking Genesis?
2,Star Trek II: The Wrath of Khan,CAROL,Please help us. I will not let them have Genesis without proper authorisation!
2,Star Trek II: The Wrath of Khan,KIRK,Have Genesis? Who gav...
2,Star Trek II: The Wrath of Khan,CAROL,On whose authority can they do this?
2,Star Trek II: The Wrath of Khan,KIRK,No one's authority.
2,Star Trek II: The Wrath of Khan,CAROL,Please do something.
2,Star Trek II: The Wrath of Khan,KIRK,Uhura! What's happening? Damn it.
2,Star Trek II: The Wrath of Khan,UHURA,"Transmission jammed at the source, sir."
2,Star Trek II: The Wrath of Khan,KIRK,Alert Starfleet Headquarters.
2,Star Trek II: The Wrath of Khan,UHURA,Aye sir.
2,Star Trek II: The Wrath of Khan,KIRK,I want to talk to Starfleet Command.
2,Star Trek II: The Wrath of Khan,CAROL,We must have order here. This has to be some sort of mistake.
2,Star Trek II: The Wrath of Khan,DAVID,"Mistake? We're all alone here. They waited until everyone was on leave to do this. Reliant is supposed to be at our disposal, not vice-versa."
2,Star Trek II: The Wrath of Khan,MADISON,It seems clear that Starfleet never intended that.
2,Star Trek II: The Wrath of Khan,CAROL,"I that know, but..."
2,Star Trek II: The Wrath of Khan,DAVID,I've tried to tell you before. Scientists have always been pawns of the military.
2,Star Trek II: The Wrath of Khan,CAROL,Starfleet has kept the peace for a hundred. I cannot and will not subscribe to your interpretation of this event.
2,Star Trek II: The Wrath of Khan,JEDDA,"You may be right, Doctor, but what about Reliant? She's on her way."
2,Star Trek II: The Wrath of Khan,KIRK,We've got a problem. Something may be wrong at Regula I. We've been ordered to investigate.
2,Star Trek II: The Wrath of Khan,SPOCK,"If memory serves, Regula I is a scientific research laboratory."
2,Star Trek II: The Wrath of Khan,KIRK,"I told Starfleet all we had was a boatload of children but ...we're the only ship in the Quadrant. Spock, these cadets of yours, how good are they? How will they respond under real pressure?"
2,Star Trek II: The Wrath of Khan,SPOCK,"As with all living things, each according to his gifts. Of course, the ship is yours."
2,Star Trek II: The Wrath of Khan,KIRK,"No, that won't be necessary, just get me to Regula I."
2,Star Trek II: The Wrath of Khan,SPOCK,"As a teacher on a training mission, I am content to command the Enterprise. If we are to go on actual duty, it is clear that the senior officer on board must assume command."
2,Star Trek II: The Wrath of Khan,KIRK,"It may be nothing, ...garbled communications. You take the ship."
2,Star Trek II: The Wrath of Khan,SPOCK,"Jim, you proceed from a false assumption. I am a Vulcan. I have no ego to bruise."
2,Star Trek II: The Wrath of Khan,KIRK,You're about to remind me that logic alone dictates your actions.
